ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,4552.037536678616,130.36757028064494,0.027842010100084066
iv60call,4524.037649707845,158.36745725141554,0.03382181883751167
iv90call,4550.1429926459205,132.26211431334013,0.02824661926768458
iv120call,4590.731222201752,91.67388475750886,0.01957837535698435
iv150call,4608.703785688641,73.7013212706197,0.015740056570731256
iv180call,4626.34748269314,56.05762426612091,0.011971972306028122
iv360call,4668.134260890776,14.270846068484389,0.0030477598034553298
callvol,4682.807188087845,-0.40208112858454115,-8.587064113417803e-05
putvol,4710.679259797665,-28.274152838404007,-0.0060383824535774
totalvol,4699.842585956772,-17.43747899751179,-0.003724043221205957
calloi,4713.060965657994,-30.655858698733027,-0.0065470325609312445
putoi,4714.856167600598,-32.45106064133779,-0.0069304256893764175
totaloi,4714.464399675808,-32.059292716547134,-0.006846757592353289
CTVR,4668.870651657304,13.534455301956768,0.0028904921707523937
CToiR,4676.340658399349,6.064448559911398,0.001295156745600261
ToiTVR,4683.730925991722,-1.325819032461368,-0.00028314915138181
PCR,4671.406009592929,10.999097366331625,0.002349027287276817
SM,4691.7163985716925,-9.311291612431887,-0.001988570275261512
SWM,4678.856618337671,3.548488621589968,0.0007578346043395518
WMEP,4616.021331369629,66.38377558963202,0.014177281562197304
MROI,4684.279554076601,-1.8744471173404236,-0.000400317160630658
WMD,4652.421854409888,29.983252549372992,0.006403387119326808
WMG,4677.009055361576,5.396051597684163,0.0011524102409815502
WMT,4684.403718141905,-1.9986111826447086,-0.00042683431633761405
WMV,4675.129556446056,7.275550513204507,0.0015538062912137107
