ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,9597.528586729619,7.6910310546318215,0.0008007137119896487
iv60call,9594.945805721036,10.273812063214791,0.0010696072002552267
iv90call,9597.539585866027,7.680031918223904,0.0007995685912276462
iv120call,9600.577977677221,4.641640107029161,0.00048324143452535686
iv150call,9603.58263470735,1.6369830768999236,0.0001704264079364742
iv180call,9586.445333822867,18.774283961383844,0.001954591847813963
iv360call,9597.805120143015,7.414497641235357,0.0007719238014617875
callvol,9606.846826021061,-1.6272082368104748,-0.00016940874873882811
putvol,9597.662003991585,7.5576137926655065,0.0007868236327124096
totalvol,9603.364560974649,1.8550568096015922,0.00019313007754314317
calloi,9596.68525523997,8.534362544280157,0.0008885130047915426
putoi,9598.185309498598,7.034308285652514,0.0007323422644734073
totaloi,9597.340788757345,7.878829026905805,0.0008202653703323973
CTVR,9605.272162502959,-0.05254471870830457,-5.470433868166533e-06
CToiR,9114.168937834202,491.050679950049,0.051123316227029224
ToiTVR,9605.858778970607,-0.6391611863564322,-6.654311007871312e-05
CVPoi,9608.770577658872,-3.550959874621185,-0.0003696906490348762
PCR,9605.76005714815,-0.5404393639000773,-5.626517512410058e-05
SM,9595.94204946721,9.277568317040277,0.0009658882031039331
SWM,9606.175286756843,-0.9556689725923206,-9.9494754999967e-05
WMEP,9595.803751648527,9.415866135723263,0.000980286397438493
MROI,9606.911203290732,-1.6915855064817151,-0.00017611107020913002
WMD,9603.226134881546,1.9934829027042724,0.00020754162653535793
WMG,9606.827973625592,-1.6083558413411083,-0.00016744602469715594
WMT,9606.288456278227,-1.0688384939767275,-0.00011127684077079844
WMV,9606.280459983727,-1.0608421994766104,-0.0001104443460628886
