ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,6558.425987234064,165.76768637009081,0.024652425914026305
iv60call,6613.945734821435,110.24793878272067,0.01639571138700233
iv90call,6666.0100004951,58.183673109055235,0.00865288478192641
iv120call,6496.6178904539465,227.57578315020874,0.03384432308122805
iv150call,6541.040309104579,183.15336449957613,0.027237966868584595
iv180call,6505.571259585828,218.62241401832762,0.03251280742797916
iv360call,6560.007868739302,164.1858048648537,0.02441717369167483
callvol,6711.18032036706,13.013353237095544,0.0019353031558533933
putvol,6728.255972137229,-4.062298533073772,-0.0006041316967148549
totalvol,6734.543136147864,-10.349462543708796,-0.0015391380805011084
calloi,6725.153527272638,-0.9598536684825376,-0.0001427462852907474
putoi,6735.708722836887,-11.515049232732053,-0.0017124803049523125
totaloi,6730.95163458223,-6.757960978075062,-0.001005021762624634
CTVR,6684.852835611102,39.340837993053356,0.005850640225829001
CToiR,6694.039829801738,30.153843802417214,0.00448438062109755
ToiTVR,6724.898223270011,-0.7045496658556658,-0.00010477831247207794
CVPoi,6722.791191749461,1.4024818546940878,0.0002085724954948182
PCR,6723.934008658267,0.25966494588828937,3.8616517978594964e-05
SM,6721.895476609787,2.2981969943684817,0.00034178030942060185
SWM,6722.475665995242,1.7180076089134673,0.00025549644943415474
WMEP,6553.234462314365,170.9592112897899,0.025424492450431768
MROI,6721.404910507875,2.7887630962804906,0.00041473568901321053
WMD,6716.945228838849,7.248444765305976,0.0010779649006482026
WMG,6726.0618729225935,-1.8681993184382009,-0.0002778324672253007
WMT,6724.642209994729,-0.4485363905732811,-6.670485895342548e-05
WMV,6705.024154063693,19.169519540462716,0.0028508279908285106
