ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,5213.7614221426375,68.62806047234426,0.01299185921413178
iv60call,5214.947716866125,67.4417657488566,0.012767283815556588
iv90call,5174.076115568166,108.31336704681598,0.02050461583783042
iv120call,4993.2454485041035,289.14403411087824,0.05473735608903663
iv150call,5063.108371599139,219.28111101584273,0.041511727171486476
iv180call,5113.739204354697,168.65027826028472,0.03192689195208614
iv360call,5202.9547245802,79.43475803478213,0.01503765640458964
callvol,5278.8559360548725,3.5335465601092437,0.0006689295766127425
putvol,5277.668376812728,4.721105802253987,0.0008937443590238375
totalvol,5283.615256835121,-1.225774220139101,-0.00023204919367897438
calloi,5284.377487531419,-1.9880049164376032,-0.00037634576605537727
putoi,5283.839286702889,-1.4498040879070686,-0.0002744598997628931
totaloi,5284.05335072831,-1.6638681133281352,-0.00031498398950023236
CTVR,5255.27829575453,27.111186860452108,0.0051323718081899275
CToiR,5284.104647820332,-1.7151652053498765,-0.00032469495310686653
ToiTVR,5283.455809330347,-1.066326715364994,-0.00020186446282963636
PCR,5282.189612893013,0.19986972196875286,3.783699074567478e-05
SM,5195.109471702872,87.2800109121099,0.016522827633092856
SWM,5277.195841138616,5.193641476365883,0.000983199268713301
WMEP,5242.879755989061,39.50972662592085,0.007479517887871086
MROI,5284.387742185674,-1.9982595706924258,-0.0003782870568838124
WMD,5273.395270271909,8.994212343072832,0.001702678754127073
WMG,5279.183389409196,3.2060932057856917,0.0006069399494939466
WMT,5284.270688018361,-1.8812054033796812,-0.00035612773529308437
WMV,5265.0191163158825,17.37036629909926,0.003288353945930597
