ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,2991.968962873694,157.28869342010648,0.04994468874458861
iv60call,2853.6643708898637,295.593285403937,0.09386125800573762
iv90call,2793.2265704413953,356.03108585240534,0.11305238399305823
iv120call,2800.8587174710246,348.398938822776,0.11062890904670811
iv150call,2826.855339164272,322.40231712952846,0.10237406789666971
iv180call,2863.7162817497087,285.5413745440919,0.09066942299034715
iv360call,3001.955279645519,147.30237664828155,0.04677368215772924
callvol,3115.9334703407553,33.324185953045344,0.010581600361103151
putvol,3145.130635115715,4.12702117808567,0.001310474285848859
totalvol,3144.69176607201,4.565890221790596,0.0014498306331543406
calloi,3143.6069969997784,5.650659294022262,0.0017942829424354666
putoi,3150.595058850033,-1.3374025562325187,-0.00042467232033546563
totaloi,3148.0581964981648,1.199459795635903,0.0003808706452578686
CTVR,3104.212756887429,45.04489940637177,0.014303338857126983
CToiR,3145.476861070599,3.780795223201494,0.0012005353755814687
ToiTVR,3149.16819364042,0.08946265338045123,2.840753699579323e-05
CVPoi,3144.073524092516,5.184132201284683,0.0016461441924017172
PCR,3143.003709954616,6.253946339184495,0.001985847784377364
SM,2993.2679887841696,155.9896675096311,0.04953220235819235
SWM,3137.239357963759,12.018298330041489,0.0038162321542738443
WMEP,3046.632488048749,102.62516824505155,0.03258709811817234
MROI,3150.4585386720287,-1.200882378228016,-0.0003813223652336128
WMD,3113.950283942097,35.307372351703634,0.011211331750243346
WMG,3140.9472059019536,8.310450391847098,0.002638860105726389
WMT,3126.4428698019633,22.814786491837367,0.007244496634386821
WMV,3140.9610787606516,8.296577533149048,0.0026344549854688177
