ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,3649.80184218952,159.40884653565172,0.04184826190042039
iv60call,3658.431422447422,150.77926627774968,0.03958281087576465
iv90call,3630.7159166796314,178.49477204554023,0.04685872917816396
iv120call,3633.098214955576,176.11247376959545,0.04623332447608326
iv150call,3645.472265264464,163.7384234607075,0.042984869265791606
iv180call,3672.89604351416,136.3146452110118,0.035785535731716694
iv360call,3763.030017897136,46.180670828035545,0.012123422567495427
callvol,3793.388729792772,15.821958932399411,0.004153605622086119
putvol,3810.0382130831053,-0.8275243579337257,-0.00021724300007429446
totalvol,3808.455563602874,0.7551251222976134,0.00019823663850694777
calloi,3803.3479769434225,5.862711781749113,0.001539088346859382
putoi,3811.078244943469,-1.8675562182975227,-0.0004902738049710077
totaloi,3807.7278283805913,1.482860344580331,0.00038928283724747184
CTVR,3806.3429895741983,2.8676991509732943,0.0007528329056361614
CToiR,3809.5709042240255,-0.36021549885390414,-9.456434109042612e-05
ToiTVR,3810.157538483347,-0.9468497581751762,-0.00024856849241175954
CVPoi,3802.16412645466,7.046562270511458,0.0018498746449936406
PCR,3809.8363482295945,-0.6256595044228561,-0.00016424912023762212
SM,3802.1443056617227,7.066383063448939,0.0018550780308279153
SWM,3808.3828308941193,0.8278578310523699,0.00021733054396353934
WMEP,3689.0758325901684,120.13485613500325,0.03153799197576251
MROI,3810.1693249889313,-0.9586362637596721,-0.00025166270445400304
WMD,3796.9335262102913,12.277162514880274,0.0032230200737436952
WMG,3808.8529744249504,0.3577143002212324,9.3907722479102e-05
WMT,3800.4414894669494,8.769199258222216,0.0023021040249041735
WMV,3795.1579811627926,14.052707562379055,0.0036891389609856615
