ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,5000.399576268151,8.626565851218402,0.0017222041982732426
iv60call,4948.254552546208,60.77158957316078,0.01213241613218008
iv90call,4943.979650850375,65.04649126899403,0.012985855817768245
iv120call,4954.333074457993,54.69306766137652,0.010918902419270531
iv150call,4963.846659981181,45.17948213818818,0.009019613964137205
iv180call,4975.421376732427,33.604765386941835,0.006708842084965307
iv360call,4986.804538490571,22.22160362879822,0.004436312168935105
callvol,4995.392957992579,13.633184126790184,0.0027217234927470048
putvol,5012.989613871975,-3.963471752605983,-0.000791265934764916
totalvol,5006.858194713987,2.1679474053817103,0.00043280816347754776
calloi,4984.262852582544,24.76328953682514,0.0049437333394206535
putoi,4998.40409991364,10.622042205729485,0.002120580309296448
totaloi,4990.748418907683,18.277723211685952,0.0036489574406478272
CTVR,4994.070554648581,14.955587470788487,0.002985727573875394
CToiR,4721.607764619246,287.4183775001229,0.05738009132819445
ToiTVR,5010.881418999175,-1.855276879806297,-0.0003703867432844563
CVPoi,5011.023887795045,-1.9977456756760148,-0.00039882915740398764
PCR,5010.374366767003,-1.348224647634197,-0.00026915903598453766
SM,4852.366226039075,156.65991608029435,0.03127552375161092
SWM,5009.9669811185,-0.9408389991313015,-0.0001878287260711367
WMEP,4785.995334332094,223.03080778727508,0.044525782349562365
MROI,5010.10709730848,-1.0809551891106821,-0.0002158014668802106
WMD,5007.094606309868,1.9315358095009287,0.00038561104587960416
WMG,5009.154079447647,-0.12793732827776694,-2.554135767070191e-05
WMT,5010.350683373995,-1.3245412546257285,-0.0002644308927613825
WMV,4994.960450116197,14.065692003172444,0.0028080691943087183
