ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,4028.038269905995,367.04253171592836,0.08351212373171343
iv60call,4039.164351962704,355.9164496592193,0.08098063851929069
iv90call,4045.63707506862,349.44372655330335,0.07950791858578518
iv120call,4061.276744788457,333.80405683346635,0.07594946985053884
iv150call,4087.9287971496865,307.15200447223697,0.06988540560139149
iv180call,4221.27578865452,173.80501296740385,0.03954535099861289
iv360call,4369.3137689800815,25.76703264184198,0.005862698276749117
callvol,4386.909541625679,8.171259996244771,0.0018591831106334424
putvol,4206.128822026885,188.9519795950382,0.04299169642690277
totalvol,4274.426399804643,120.65440181728081,0.027452146448082488
calloi,4394.6277798922765,0.45302172964693455,0.0001030747215113213
putoi,4388.375476996307,6.705324625616413,0.0015256430833175893
totaloi,4390.128003942493,4.95279767943066,0.0011268957052172786
CTVR,4390.979731430649,4.10107019127463,0.0009331046177265286
CToiR,4396.285806452976,-1.2050048310529746,-0.00027417125769526007
ToiTVR,4395.5765687950225,-0.4957671730990114,-0.00011280046840459855
CVPoi,4337.698285432483,57.38251618944014,0.013056077642136676
PCR,4389.303129810909,5.777671811014443,0.0013145769262950296
SM,4372.885499842245,22.19530177967863,0.005050032702808982
SWM,4394.673304576734,0.4074970451893023,9.271662196493021e-05
WMEP,4123.464046516746,271.6167551051776,0.06180017327666478
MROI,4392.971390907665,2.109410714258047,0.00047994810777531277
WMD,4376.573501944288,18.507299677635274,0.004210912270556095
WMG,4397.013002168378,-1.9322005464546237,-0.0004396279917633325
WMT,4392.384449636612,2.696351985311594,0.0006134931545095951
WMV,4389.978122491257,5.102679130666729,0.0011609977975339338
