ExoVar,AIC,DiffAIC,PercentGainAIC
iv30call,2430.971704565526,15.19600371373599,0.006212167572282075
iv60call,2433.6664539052936,12.50125437396855,0.005110546726480361
iv90call,2432.535613444654,13.632094834608324,0.00557283737679528
iv120call,2399.8475882779994,46.320120001262694,0.01893579080636553
iv150call,2400.259112500442,45.9085957788202,0.018767558587025193
iv180call,2431.379341444325,14.788366834937278,0.0060455245095766726
iv360call,2447.4194266173977,-1.2517183381355608,-0.0005117058547944256
callvol,2442.8197769447743,3.347931334487839,0.0013686434185017167
putvol,2419.0719460908963,27.095762188365825,0.011076821142171863
totalvol,2447.641893647649,-1.4741853683867703,-0.000602650980714554
calloi,2441.055268514585,5.1124397646772195,0.0020899792550501477
putoi,2443.2469134884795,2.9207947907825655,0.0011940288398448267
totaloi,2447.7741233033603,-1.606415024098169,-0.0006567068229464076
CTVR,2442.0987530603816,4.0689552188805465,0.0016633999398769032
CToiR,2425.6183573774915,20.549350901770595,0.00840063043601613
ToiTVR,2448.0708480069534,-1.9031397276912685,-0.0007780086873234123
CVPoi,2448.137221521651,-1.9695132423889845,-0.0008051423603226385
PCR,2448.0955557153534,-1.9278474360912696,-0.000788109265593813
SM,2422.806244011928,23.361464267334213,0.009550230014183148
SWM,2440.137629052919,6.030079226343332,0.0024651127581866187
WMEP,2401.6283360014213,44.53937227784081,0.018207816302657224
MROI,2447.9078073246856,-1.7400990454234488,-0.0007113572137895272
WMD,2439.5943163912307,6.573391888031438,0.0026872204492697843
WMG,2447.637949469289,-1.4702411900270818,-0.000601038589893459
WMT,2422.7620839524343,23.40562432682782,0.00956828276638985
WMV,2435.638205752226,10.52950252703613,0.004304489218543003
